Name,Address,Pin,Phone,Mobile,Email,Website,Contact Person,Purpose,Aim/Objective
"Veda Foundation, Mumbai","422-A, Shivaji Nagar, C-H-S, N.M. Joshi Marg
Mumbai","400013
Maharashtra",,91-98694 12311,ganesh_n_ambekar@yahoo.co.in,,Ganesh Ambekar,Health and education,We are working for eradication of illiteracy through adult education and vocational training. We also work for eradication stigma related to Hiv/aids. We want to spread awareness in the community. We organised health camp for poor people for the community
"Vedant Welfare Foundation, Mumbai","Sriram 4, Chheda Nagar, ChemburMumbai",400089Maharashtra,91-22-25256087,"91-93206 92297, 91-90043 25063",vedanthwelfarefoundation@gmail.com,,S.Ravindranath,Children and marginalised,"To rehabilitate homeless / destitute children by placing them in adoptive families. To provide adequate medical and developmental facilities through the childcare center till adoptive families are located. To serve destitute of all ages without any gender discrimination. To provide shelter, nutrition, formal education and vocational guidance to grown up children from socially and economically backward families. To provide temporary shelter and counseling services to women in distress"
"Vedh Foundation, Mumbai","1-A, Girdhari Sadan, Sena Bhavan Path, Dadar WestMumbai",400028Maharashtra,91-22-32229898,,vedhfoundation@rediffmail.com,http://www.vedhfoundation.bravehost.com,shashikant jadhav,Emergency services,"Free ambulance, free blood, free education"
"Vegan Inc, Mumbai","Nakoda Hospital, Bhayander WestMumbai",401101Maharashtra,91-22-28144160,,vjnakoda@yahoo.com,,Dr. Vimal M. Jain,To help poor and research.,Medical and educational help to society
"Victory Arts Foundation, Mumbai","Arch 2, Under Mahalaxmi Bridge, Off Dr.E. Moses Road, Mahalaxmi (W)Mumbai",400034Maharashtra,91-22-40182000,,vaf@shiamak.com,http://www.shiamak.com,"Kainaaz Mistry, Rashida German",Victory Arts Foundation is our small way of giving back to the community what God has given us.,"VAF is a not for profit organisation committed to making dance a meaningful experience for all. VAF endeavours to use the power of performing arts, especially dance, to bring joy to the underprivileged, specially challenged, visually challenged and others. Bringing a smile on their faces and adding a bounce in their stride, VAF takes the mission of have feet, will dance one step further to have spirit, will Triumph"
"Vidya Adhar Pratishthan, Mumbai","63-A, Kanchanganga Housing Society, NNP No.1-2Mumbai",400063Maharashtra,91-22-28400186,,vidyaadharp@rediffmail.com,,Sanjay Palav,Providing educational books and other help to deprived student in local area,To provide the educational help in the form of training and books and periodicals. To providing the personality development training to student
"VIDYA, Mumbai","12, Student Activity Center, I.I.T. Bombay, PowaiMumbai",400076Maharashtra,91-22-25764089,,vidyamumbai@yahoo.com,http://www.vidya-india.org,Swetha Balakrishnan,"Education, women empowerment.",To educate and empower less privileged women and children through integrated methods and to bring about progressive social change
"Vijaydurg Charitable Trust, Mumbai","Om Apartment, 1st Floor, 101, R.L. Raheja MargMumbai",400028Maharashtra,,91-92207 58013,sushilefficient@gmail.com,,Sushil Bhagwan Juwatkar,,Work for needy and poor peoples
"Vikas Adhyayan Kendra, Mumbai","D-1, Shivdham, 62, Link RoadMumbai",400064Maharashtra,91-22-28822850 91-22-28898662,,vak@bom3.vsnl.net.in,http://www.vakindia.org,Suresh Shelke,,"Research & study, documentation publication"
"Vikhroli Kannada Sangha, Mumbai","Near Bldg. 7, Tagore NagarMumbai",400083Maharashtra,,,vikhroli_83@rediffmail.com,,Satish Shetty,Develop the school.,Running school for middle class people in Vikhroli area
"Visan Trust, Navi Mumbai","E-l-71, Chembond Centre, MIDCNavi Mumbai",400710Maharashtra,91-22-66143000,,dadasaheb.tandale@chembondindia.com,http://www.visanwatertrust.org,Dadasaheb Tandale,Pure drinking water for less privileged in society.,"To identify stress areas facing acute drinking water problems. Water is being analyzed in our laboratories. Depending upon the analysis, remedial actions are decided in consultation with the local population. Ensure that the school children in rural and tribal areas receive clean and hygienic water. Introduce effective and efficient drinking water treatment systeat village level. Try to solve problein water shortage areas through rain harvesting, borewells or other simple means. Carry out training sessions at village level on sanitation and hygiene"
"Vishwatmak Samajik Sewa Trust, Mumbai","3, Mahatma Gandhi Chalwl Indira Nagar, Near DharaviMumbai",400017Maharashtra,91-22-32233183,91-98706 87192,vishvatmakvsst@ymail.com,,Chanrashekhar L. Swami,Social work.,Stop missing we are working for missing people search and rehabilation
"Vivekananda Center for Social Service, Mumbai","Borivali (E), MumbaiMumbai",400066Maharashtra,,91-99204 06296,vivekanandacenter.socialservice@yahoo.com,,Ashoka A R,"For poor Child, old age, dalits, tribals.","To provide socio-economic security, legal moral support services to the women and children victims of hazardous socio-economic practices"
"Vivekananda Pratisthan, Mumbai","66, Suyog ColonyMumbai",425001Maharashtra,"91-257-2235133, 0257-2223699",,nrajul@hotmail.com,,Rajendra Nannaware,"Child welfare, Disability, Education","Vivekananda Pratisthan’s main aim is to work for the all round development of children, promote the concept of all round development and work culture among the student community"
"Voice of People, Navi Mumbai","SSIII/48, Sector-2, VashiNavi Mumbai",400703Maharashtra,,91-97692 46068,info@voiceofpeoplenm.com,http://www.voiceofpeoplenm.com,Ashish Baldev,,"To join together and form an association of residents mainly from navi Mumbai, for the improvement of civic conditions and welfare of the community at large. To address issues and problems related to civic and other problems of common interest. To arrange for better community living and undertake activities that would be necessary and essential for the purpose by bringing the residents of the ward and sectors of Navi Mumbai together. To Act, represent and co-ordinate with all government bodies, media and other appropriate agencies in order to solve various problems for the benefit of the residents"
"Watumull Foundation India, Mumbai","5, Delstar, N. S. Patkar Marg, Kemps Corner
Mumbai
Maharashtra
400036", , ,92235 01286,watumullfoundation@gmail.com,,Jyoti,"Education, Medical Relief",To give financial assistance for medical and education purposes to persons from low economic background
"WCRC – World Cow Resource Center, Mumbai","43, Bajaj Bhawan, Nariman PointMumbai",400021Maharashtra,"91-712-652575, 91-712-652576",,info@worldcow.org,http://www.worldcow.org,"Sudhakar Malpe, Dr. PM Kedia",Cow utility and environmental protection.,
"Wockhardt Foundation, Mumbai","Wockhardt Towers, BAndhra-Kurla Complex, BAndhra EastMumbai",400051Maharashtra,91-22-26596732,,prao@wockhardt.com,http://www.wockhardtfoundation.com,Panduranga Rao Patil,To help to poor people.,"To work towards and fight for the upliftment of the poor, week and needy"
"Women’s India Trust, Mumbai","110/111 New Udyog Mandir, Moghul LaneMumbai",400016Maharashtra,"91-22-24462506, 91-22-24462768",,wit@vishwa.com,http://www.witvishwa.com,Prabha Nair,"Education, Training, Women’s issues","WIT aims to provide training, education and employment to unskilled and uneducated women from the lower strata of society"
"Writers & Artists Welfare Foundation, Mumbai","302, Allied Industrial Estate, Prof. Ram Panjwani Marg, Mahim (W)Mumbai",400016Maharashtra,91-22-24462658,91-98200 44585,thakurchawla@hotmail.com,,Thakur Chawla,To promote Sindhi language and culture.,To promote Sindhi language and culture
"YODA – Youth Organisation in Defence of Animals, Mumbai","New Siddhivinayak, Veer Savarkar Marg, Mahim
Mumbai
Maharashtra
400016", , ,98702 52558,poojatsakpal@gmail.com,www.yoda.co.in,"Pooja Sakpal, Meenal Rajda, Priya Hebbar",Animal Welfare.,"Youth organization in defense of animals, mumbai was born out of the minds of 5 visionaries that were newly exposed to the harsh realities of how animals are treated in india. In particular, animal mills, where the female species are bred over and over until death to produce babies for monetary gain. Please look up ‘puppy mills’ on google and see exactly what happens in these horrid sites. 99 percent of the commercial breeders in this country are full fledged puppy mills. Our method of working towards reducing the number of puppy mills is via adoption, direct action and education. We want to gently alter indian mindset towards animals and hope to make our country a safe place for them one day. As Mahatma Gandhi once very rightly quoted the greatness of a nation and its moral progress can be judged by the way its animals are treated"
"YOUNGISTAN, Mumbai","6A/115/314, Mahada ColonyMumbai",400037Maharashtra,,91-98927 74191,ue_umair@yahoo.in,,Umair Elyasi,Our purpose is to give education to the childrens who are finicialy strong.,To give education to the poor childrens as well as computers knowledge as we allready had appoint some eg for the same engineers
"Youth for Unity & Voluntary Action, Navi Mumbai","23, Sector 7, KhargharNavi Mumbai",410210Maharashtra,"91-22-27740990, 91-22-27740980",91-93228 94328,anil.ingle@yuvaindia.org,http://www.yuvaindia.org,Anil Ingle,Human rights,"YUVA aims to empower the oppressed and the marginalised by facilitating their organisation and institution towards building equal partnerships in the development process, ensuring the fulfillment of the human rights to live in security, dignity and peace"
"Youth Legal Association, Mumbai","B/203, Deepratna C.H.S., Andheri(W)Mumbai",400058Maharashtra,,91-98699 15230,shrimantraje_dev@yahoo.com,,Devendra Patil,Create legal awareness and fight against corrupation.,"To create legal awareness in the society, to eradicate corrupation, wildlife and forest conservation awareness"
